lat,lon,expiry_days_left,distance_mm,time_to_migrate_s,sample_volume_uL,sample_pH,sample_turbidity_NTU,sample_temp_C,ambient_T_C,ambient_RH_pct,lighting_lux,tilt_deg,preincubation_time_s,time_since_sampling_min,image_blur_score,tempo_transporte_horas,estimated_concentration_ppb,incerteza_estimativa_ppb,control_line_ok,controle_interno_result,result_class
-22.866451,-43.242613,338,21.91,601.8,66.8,6.46,18.1,31.0,17.4,74.9,308.7,1.6,53.2,76.0,0.0,4.24,28.08,1.45,1,2,positive
-22.902553,-43.389997,347,15.0,372.7,64.4,5.53,16.4,18.0,25.0,38.7,492.2,0.4,55.0,142.1,0.167,18.57,15.88,0.88,1,2,negative
-22.875221,-43.227623,129,23.12,509.8,72.1,7.01,21.3,21.5,21.1,72.5,343.0,4.3,29.1,53.8,0.155,10.74,24.56,2.05,1,2,positive
-22.982607,-43.234188,252,24.69,82.3,67.7,8.41,46.0,27.2,14.7,42.0,232.6,1.9,18.5,84.0,0.0,6.94,32.31,5.38,1,2,invalid
-22.872032,-43.213879,200,13.72,473.8,70.9,7.13,39.0,26.6,18.1,57.9,347.1,1.3,16.1,18.2,0.0,14.15,14.06,2.47,1,2,negative
-22.8798,-43.227904,65,24.77,448.2,64.2,6.28,9.0,23.7,19.5,40.1,304.3,1.0,34.4,40.6,0.0,2.64,32.34,4.82,1,2,positive
-22.869739,-43.218778,498,23.09,312.1,58.7,6.96,24.9,22.8,22.0,82.2,407.3,0.9,39.0,58.1,0.0,6.12,31.1,5.05,1,2,positive
-22.870953,-43.225416,132,23.33,269.1,80.4,7.4,15.2,23.7,27.9,73.9,434.6,1.7,29.0,82.4,0.235,2.72,32.84,4.95,1,2,positive
-22.894681,-43.395884,221,16.05,442.2,76.9,7.68,16.8,20.5,19.0,74.6,323.0,3.2,22.3,51.1,0.0,3.42,19.25,2.65,1,2,negative
-22.849575,-43.226792,369,18.2,403.4,69.4,6.9,7.5,23.9,28.2,59.8,459.3,4.4,43.9,117.0,0.0,8.71,20.97,3.13,1,2,negative
-22.893102,-43.397586,472,23.44,371.7,72.5,8.08,15.3,20.4,20.8,56.0,365.6,6.5,22.7,60.6,0.216,6.07,25.57,2.55,1,2,positive
-22.871161,-43.212323,381,13.95,478.3,75.3,7.29,5.2,19.6,16.7,62.9,558.3,1.8,25.3,26.3,0.0,3.54,10.3,1.58,1,2,negative
-22.87668,-43.240493,337,25.24,482.8,67.4,5.6,12.8,14.3,19.4,76.7,154.6,1.7,32.4,13.6,0.213,14.91,29.77,2.43,1,2,positive
-22.893267,-43.400223,525,23.88,429.4,70.6,7.41,23.9,14.7,18.4,35.5,352.5,0.6,37.3,34.2,0.0,16.87,28.96,2.61,1,2,positive
-22.851619,-43.227246,420,32.72,569.5,75.7,7.11,10.0,24.8,15.9,43.1,466.1,3.5,24.8,88.0,0.0,13.67,37.04,3.46,1,2,positive
-22.875249,-43.240794,210,28.32,628.4,48.8,7.43,24.2,24.8,25.8,37.0,222.9,5.4,41.1,13.3,0.0,9.45,37.4,2.39,1,2,invalid
-22.877802,-43.239823,503,23.99,524.0,64.3,7.1,11.1,23.8,22.9,76.7,411.3,2.1,35.2,61.2,0.0,5.82,31.58,5.8,1,2,positive
-22.862529,-43.247949,178,13.74,325.3,73.2,7.11,36.1,29.1,33.0,41.2,370.4,0.6,45.2,73.8,0.211,14.24,14.91,2.22,1,2,negative
-22.902078,-43.403655,132,20.29,236.9,89.8,6.96,8.5,21.6,26.7,66.7,327.6,0.5,26.4,37.5,0.0,6.91,23.15,3.58,1,0,positive
-22.856441,-43.221587,81,19.8,618.4,79.1,7.68,18.1,25.4,29.8,63.7,293.4,1.4,44.1,61.3,0.0,1.69,22.55,3.99,1,2,negative
-22.891522,-43.398769,64,23.6,246.2,62.6,7.91,32.7,19.6,27.6,77.5,382.6,2.7,41.0,67.7,0.0,11.45,27.62,4.23,1,2,positive
-22.895195,-43.39542,212,21.8,198.2,72.6,6.58,6.9,22.6,27.1,27.3,305.7,4.9,24.9,74.8,0.0,9.02,24.26,3.56,1,2,positive
-22.869602,-43.217414,172,12.85,575.4,74.8,6.75,21.2,22.4,24.0,57.7,166.8,2.1,30.1,16.4,0.0,18.15,12.55,1.09,1,2,negative
-22.869985,-43.213586,335,15.32,498.9,69.3,8.18,17.1,21.9,25.1,64.5,417.5,2.4,14.4,23.7,0.0,14.22,12.36,1.58,1,2,negative
-22.859752,-43.226579,499,30.06,472.3,74.9,7.09,9.8,22.6,24.6,49.0,332.7,5.8,45.6,34.3,0.348,15.58,41.31,4.09,1,2,positive
-22.877633,-43.214471,345,21.7,308.3,49.1,7.79,15.3,25.0,26.0,47.9,443.4,3.0,44.0,65.6,0.0,6.33,27.93,5.16,1,2,invalid
-22.874047,-43.222488,344,26.04,650.8,68.6,6.94,5.0,20.4,30.3,52.9,450.4,6.8,29.2,156.9,0.0,6.26,33.8,4.81,1,2,positive
-22.97747,-43.239487,267,12.46,343.6,74.1,7.57,12.0,24.7,22.1,69.0,460.4,2.5,27.2,105.1,0.0,25.16,6.54,0.54,1,2,negative
-22.900611,-43.404529,532,8.96,429.4,66.0,7.08,15.3,23.0,28.1,57.0,540.9,2.9,41.6,77.8,0.0,21.31,5.82,0.5,1,2,negative
-22.894121,-43.411047,110,27.35,591.8,75.8,7.72,16.7,27.9,29.2,64.5,199.8,0.6,18.9,27.8,0.126,8.95,33.42,2.02,1,2,positive
-22.884591,-43.223255,340,30.98,625.7,81.8,7.4,12.7,18.1,30.0,44.6,351.1,4.3,19.4,74.5,0.0,15.35,35.98,2.49,1,2,positive
-22.853424,-43.226917,137,19.32,563.5,80.1,6.83,31.6,21.0,33.3,66.8,282.7,2.0,19.2,91.4,0.0,7.74,21.77,2.38,1,2,negative
-22.98013,-43.225634,505,27.05,432.1,67.8,7.63,15.8,25.7,29.0,53.4,338.3,0.3,35.9,37.2,0.0,12.8,33.84,3.86,1,2,positive
-22.990396,-43.247842,364,21.77,271.0,84.4,7.04,14.0,26.0,25.1,49.2,285.6,3.1,30.8,31.4,0.004,25.47,27.07,4.7,1,2,positive
-22.854579,-43.231791,465,23.29,215.2,85.1,5.14,23.9,18.8,28.0,38.1,272.4,3.4,28.6,98.8,0.0,5.84,26.96,3.08,1,2,positive
-22.86144,-43.239231,305,22.6,399.1,64.6,7.34,25.8,20.4,31.7,67.3,535.7,5.1,27.3,57.3,0.0,6.59,27.08,1.49,1,2,positive
-22.981488,-43.222355,164,20.19,346.6,65.1,6.66,9.2,26.2,19.5,43.2,323.5,6.0,34.4,68.5,0.0,1.76,24.55,3.69,1,2,negative
-22.875617,-43.250618,150,41.61,367.2,66.1,6.22,6.5,20.7,30.4,84.5,480.5,2.8,28.5,34.2,0.0,4.94,39.8,6.71,1,2,positive
-22.876921,-43.242871,208,12.24,457.7,66.2,5.84,44.4,21.5,23.3,66.9,447.3,1.4,37.5,89.4,0.37,23.26,10.08,1.58,1,2,negative
-22.865255,-43.21794,407,21.87,142.5,64.6,7.17,18.4,20.1,20.4,42.9,407.6,4.1,12.9,52.9,0.219,0.78,27.23,2.97,1,2,invalid
-22.87834,-43.251623,396,16.25,407.6,71.0,5.31,10.8,20.8,23.6,55.7,252.8,1.8,25.7,101.2,0.0,18.22,13.89,2.35,1,2,negative
-22.872861,-43.24908,270,23.02,386.4,62.5,9.37,36.5,18.7,20.6,63.1,485.1,3.0,26.6,18.2,0.117,9.69,29.22,2.34,1,2,positive
-22.867889,-43.217125,343,15.9,448.2,60.7,6.16,15.5,23.4,20.1,57.8,525.4,2.9,28.1,23.6,0.0,13.33,16.62,1.09,1,2,negative
-22.877179,-43.22079,239,27.7,330.0,71.1,6.34,6.4,22.8,27.5,55.9,439.8,2.8,30.2,55.6,0.0,4.67,36.73,4.47,1,2,positive
-22.867364,-43.230775,346,13.26,324.9,76.0,7.81,25.1,16.6,25.8,71.2,330.8,1.5,25.3,62.3,0.0,3.51,13.89,1.52,1,2,negative
-22.982211,-43.228933,73,22.14,607.1,67.3,6.83,36.8,25.2,18.2,49.6,374.3,4.5,29.9,13.0,0.121,8.78,28.49,5.6,1,2,positive
-22.991966,-43.231476,294,20.98,273.2,82.6,5.97,21.0,23.7,11.5,62.2,537.1,0.9,25.5,66.6,0.0,7.2,25.87,2.85,1,2,positive
-22.976136,-43.230295,30,18.74,339.8,67.2,7.93,27.5,21.7,24.4,83.5,470.4,3.9,13.6,25.6,0.29,1.19,21.41,3.57,1,2,negative
-22.979945,-43.232312,358,11.68,426.9,80.6,7.57,4.9,24.3,21.8,94.6,355.4,5.6,25.7,37.5,0.0,9.4,7.63,0.5,1,2,negative
-22.985276,-43.236137,301,21.66,341.6,75.3,5.17,8.2,18.4,23.4,63.8,697.3,2.4,41.9,51.1,0.0,2.62,28.33,2.58,0,2,invalid
-22.974169,-43.244045,371,10.62,605.1,62.1,7.01,14.0,25.8,29.8,64.1,138.8,2.2,36.0,42.4,0.0,6.25,8.26,0.84,0,2,invalid
-22.899293,-43.407829,485,24.51,179.2,68.9,6.49,21.3,19.4,25.9,67.8,378.3,3.2,33.3,81.4,0.037,8.01,32.04,5.37,1,2,invalid
-22.852219,-43.243476,354,25.48,645.9,63.7,6.89,38.3,24.9,23.3,65.2,159.8,3.2,28.1,82.9,0.074,15.64,32.08,2.02,1,2,positive
-22.98126,-43.236324,315,26.31,533.1,65.1,7.06,12.4,16.7,32.0,66.1,414.2,1.2,34.8,53.1,0.0,6.6,27.41,5.27,1,2,positive
-22.982208,-43.233403,321,18.42,571.7,73.3,6.81,15.5,25.3,27.6,39.7,390.0,1.6,45.6,25.0,0.0,8.09,21.13,3.0,1,2,negative
-22.98084,-43.231407,520,23.51,468.6,63.3,7.25,12.4,24.4,26.6,72.2,408.1,3.4,38.1,66.8,0.0,7.22,30.32,5.93,1,2,positive
-22.872216,-43.219741,529,19.04,497.9,72.9,7.39,8.6,24.4,23.2,72.1,156.1,2.7,39.1,51.7,0.0,23.35,19.54,1.74,1,2,negative
-22.849696,-43.224369,518,26.38,358.9,66.4,8.33,6.0,23.7,21.1,64.7,274.3,0.7,28.9,16.5,0.0,9.94,34.01,2.24,0,2,invalid
-22.869058,-43.236934,68,21.22,616.9,80.7,6.66,8.3,22.2,24.5,84.1,351.9,0.3,49.2,25.6,0.0,7.0,27.54,4.26,1,2,negative
-22.865658,-43.223849,453,19.31,262.1,80.4,7.3,6.3,21.4,24.8,74.6,299.7,1.2,26.2,111.1,0.0,10.38,21.36,4.0,1,2,negative
-22.865727,-43.233831,105,28.14,433.5,63.7,7.47,36.2,29.2,28.6,76.7,531.5,1.5,16.7,26.3,0.0,2.38,38.28,4.46,1,2,positive
-22.878229,-43.242408,492,26.59,549.5,60.7,6.54,3.3,26.9,23.6,68.6,478.8,2.1,16.9,12.7,0.0,21.83,29.92,3.83,1,2,positive
-22.87517,-43.24329,52,21.5,197.4,74.7,6.57,7.3,25.8,19.4,84.3,308.4,5.3,33.8,110.1,0.0,12.16,25.88,3.04,1,2,negative
-22.987666,-43.227078,74,18.56,492.9,54.7,6.35,16.5,17.5,26.0,29.8,259.3,0.2,40.6,31.2,0.0,6.42,19.84,3.2,1,2,negative
-22.875559,-43.254695,433,23.64,346.9,75.2,8.26,55.9,24.9,29.9,47.5,352.0,0.2,25.5,63.5,0.0,19.59,31.02,5.52,1,2,positive
-22.976457,-43.235366,400,32.09,450.3,62.9,7.18,24.4,23.2,29.2,67.5,481.9,1.0,28.0,49.9,0.018,3.43,35.64,3.54,1,2,positive
-22.982157,-43.234744,207,11.12,571.3,58.8,7.4,19.8,20.4,15.8,52.8,343.8,1.9,50.4,44.8,0.0,23.35,11.27,0.73,1,2,negative
-22.859904,-43.23958,316,22.88,380.1,90.3,7.01,20.7,24.3,34.9,48.4,515.2,3.9,23.4,37.5,0.0,21.33,27.74,2.46,1,2,positive
-22.870565,-43.243567,500,16.28,620.8,57.2,7.81,32.8,20.9,20.4,57.6,333.9,4.5,24.9,87.8,0.136,14.53,16.52,0.99,1,0,negative
-22.974231,-43.234618,214,18.37,414.9,50.9,5.47,7.1,27.5,33.1,66.6,249.4,0.8,9.2,89.4,0.0,4.58,19.57,1.54,1,2,negative
-22.98108,-43.230583,29,24.05,399.2,51.5,7.15,42.5,21.3,28.7,60.7,555.0,2.2,34.1,91.6,0.097,9.09,32.48,6.32,1,2,positive
-22.877344,-43.216506,400,17.82,169.8,63.5,5.47,15.3,25.1,25.1,61.2,290.3,2.1,17.5,71.2,0.141,5.43,18.05,1.86,1,2,invalid
-22.869878,-43.242811,222,16.61,532.2,67.7,7.03,9.4,27.6,21.1,92.6,397.6,2.2,26.3,38.5,0.0,0.5,16.64,1.3,1,2,negative
-22.869747,-43.220863,514,20.31,418.9,84.5,6.74,19.1,19.7,26.3,63.9,216.3,1.5,21.7,13.9,0.0,12.64,26.19,1.54,1,2,positive
-22.86591,-43.223357,315,20.15,612.2,59.1,6.71,2.0,25.0,19.3,100.0,403.6,5.1,34.1,53.3,0.0,14.31,26.72,3.45,1,2,positive
-22.858485,-43.229689,29,21.94,259.6,82.2,6.32,13.8,21.6,21.3,56.1,599.0,1.8,32.4,79.0,0.0,3.11,25.02,3.13,1,2,positive
-22.871675,-43.214202,256,14.95,393.7,77.9,6.68,5.5,22.3,27.8,54.7,315.5,1.4,29.4,90.2,0.0,3.9,14.14,0.9,1,2,negative
-22.864886,-43.216448,207,18.04,431.7,72.8,7.7,3.7,19.0,26.9,42.3,521.1,2.8,17.9,6.1,0.0,20.19,19.47,3.66,1,2,negative
-22.906275,-43.403045,261,24.46,476.7,69.5,7.06,23.1,24.8,24.4,48.1,214.4,0.0,33.4,25.7,0.0,8.4,30.39,5.08,1,2,positive
-22.854963,-43.23921,216,11.28,639.4,56.5,6.75,22.4,21.9,20.6,46.3,331.1,1.6,18.9,54.2,0.0,19.04,7.29,1.03,1,2,negative
-22.86035,-43.23262,430,21.98,393.0,66.9,7.25,8.0,19.7,25.6,33.1,323.6,3.9,34.8,50.0,0.0,37.97,24.07,3.78,1,2,positive
-22.874217,-43.214145,438,28.66,429.3,67.2,7.73,24.2,21.4,31.2,44.8,466.6,1.0,12.6,39.5,0.0,7.45,33.54,3.4,1,2,positive
-22.877378,-43.241497,396,21.5,416.6,69.7,6.67,25.3,23.5,22.7,100.0,301.6,1.6,14.4,139.4,0.0,6.46,22.33,1.17,1,2,positive
-22.976617,-43.22806,499,29.09,398.5,82.9,6.99,29.3,21.2,28.6,45.9,503.5,6.9,30.2,121.0,0.0,8.75,33.57,4.56,1,2,positive
-22.881429,-43.221948,384,15.64,387.6,76.0,7.94,17.9,22.9,30.8,74.3,378.3,2.6,42.2,44.2,0.0,6.73,13.95,1.36,1,2,negative
-22.861752,-43.233795,440,29.09,281.4,88.7,6.84,35.1,26.1,34.3,58.1,316.3,0.4,30.1,43.8,0.0,0.5,35.8,4.08,1,2,positive
-22.873776,-43.244419,366,25.34,638.1,65.7,6.9,12.0,29.5,23.3,82.2,417.3,2.3,41.8,68.5,0.307,2.87,28.33,5.46,1,2,positive
-22.862617,-43.242071,470,23.06,262.4,57.5,7.53,8.1,19.3,18.7,67.6,123.0,3.0,26.4,6.2,0.0,2.22,27.83,2.78,1,2,positive
-22.896249,-43.399528,200,24.56,524.6,67.4,6.83,14.0,18.4,27.6,48.8,338.8,0.7,34.7,24.6,0.0,1.35,30.58,3.93,1,2,positive
-22.890989,-43.41153,70,30.34,531.8,60.1,8.1,21.9,18.5,21.8,83.5,471.7,4.3,20.6,83.3,0.0,13.81,37.03,7.4,1,2,positive
-22.879018,-43.236288,244,25.77,387.8,83.6,7.37,17.9,23.9,19.0,47.4,551.8,6.2,35.9,32.4,0.132,9.19,33.55,6.64,1,2,positive
-22.87061,-43.235634,154,13.09,355.8,60.4,7.98,11.0,15.6,24.3,51.8,263.4,2.9,24.1,48.4,0.0,16.22,10.3,1.08,1,2,negative
-22.87969,-43.208939,290,17.07,136.2,69.6,5.05,16.5,25.7,25.4,52.3,272.6,2.7,30.0,41.9,0.0,3.4,13.25,1.01,1,2,invalid
-22.867889,-43.220475,466,19.95,487.2,56.0,7.01,31.1,24.2,32.4,46.5,409.2,0.8,38.4,11.4,0.0,9.63,27.12,2.44,1,2,negative
-22.878944,-43.248877,401,19.63,448.7,80.1,7.55,20.8,30.1,17.8,78.7,344.7,0.5,16.1,79.4,0.272,9.25,22.48,2.14,1,2,negative
-22.897938,-43.39976,353,21.49,489.2,76.9,7.28,6.8,17.2,25.2,95.6,309.1,0.2,35.1,37.8,0.035,8.34,29.9,3.23,1,2,positive
-22.981514,-43.231717,436,25.61,425.9,84.4,7.17,19.6,24.3,24.1,67.0,586.2,2.4,16.8,46.4,0.0,14.45,29.06,2.11,1,2,positive
-22.901101,-43.398261,305,32.96,512.7,80.4,8.37,12.9,18.9,31.8,61.5,88.2,7.1,38.8,55.8,0.0,7.82,33.08,2.67,1,2,positive
-22.901536,-43.406383,144,21.56,463.2,83.3,7.08,25.9,24.2,19.4,59.8,323.6,2.7,41.4,73.4,0.0,8.73,27.39,2.73,1,2,positive
-22.874146,-43.228459,526,25.51,253.1,76.5,7.16,3.2,22.2,20.3,85.1,287.3,0.6,15.8,72.0,0.0,3.84,30.86,3.73,1,2,positive
-22.89936,-43.404101,256,15.99,544.3,52.2,6.64,28.9,26.1,20.1,75.0,53.9,1.6,32.4,74.9,0.304,15.07,13.55,1.34,1,2,negative
-22.88257,-43.24474,496,36.0,319.9,77.9,7.23,13.4,19.3,21.4,79.0,284.5,2.6,40.1,103.4,0.259,12.7,37.73,5.51,1,2,positive
-22.866836,-43.238061,447,24.81,652.3,63.6,6.43,33.1,22.8,18.1,54.6,264.7,3.2,46.6,104.1,0.0,4.89,32.32,1.66,1,2,positive
-22.870686,-43.214147,315,22.51,413.7,76.3,6.79,27.2,19.7,22.5,79.2,317.5,3.0,34.2,6.8,0.0,11.21,31.1,5.08,1,2,positive
-22.865365,-43.238766,538,17.04,459.8,62.1,7.29,11.7,25.8,27.5,39.7,455.5,1.9,30.5,28.7,0.0,8.19,17.98,2.7,1,2,negative
-22.874192,-43.245109,296,20.55,347.2,66.4,8.25,39.3,22.6,21.5,55.9,327.7,0.1,39.5,103.1,0.17,7.61,25.18,4.81,1,2,positive
-22.979103,-43.241231,485,25.93,471.1,81.4,7.07,53.6,20.9,30.8,56.2,349.8,2.0,42.6,61.3,0.0,5.13,30.08,2.36,1,2,positive
-22.878623,-43.251383,192,25.88,353.5,64.6,7.06,50.5,25.9,27.3,37.8,568.2,0.8,13.8,119.3,0.0,5.07,33.28,4.34,1,2,positive
-22.882586,-43.241594,163,12.5,336.0,76.0,8.59,11.5,17.1,29.0,56.6,360.3,5.7,41.8,1.0,0.0,11.27,8.79,0.6,1,2,negative
-22.872408,-43.229742,173,24.09,313.5,61.0,7.2,38.6,16.6,26.5,23.5,362.6,3.4,26.4,99.4,0.0,4.17,28.48,2.77,1,2,positive
-22.861431,-43.232838,460,24.42,452.3,78.8,6.45,22.8,24.5,28.5,71.9,357.6,0.6,29.9,10.4,0.0,9.27,33.64,4.07,1,2,positive
-22.866037,-43.239663,308,17.57,509.5,75.9,6.73,8.9,25.8,27.9,61.7,238.6,0.7,26.1,115.8,0.0,12.54,18.79,1.62,1,2,negative
-22.87484,-43.224828,191,20.76,388.6,74.4,8.38,19.8,17.6,23.8,62.5,148.2,3.1,18.9,13.0,0.0,19.2,24.66,2.27,1,2,positive
-22.86892,-43.223539,519,23.81,383.2,71.4,7.5,36.2,16.3,24.3,54.3,446.1,0.5,39.6,63.0,0.139,16.45,31.71,6.13,0,2,invalid
-22.872117,-43.22847,397,23.26,279.2,68.0,7.62,10.7,25.5,22.0,35.8,376.2,0.2,17.8,99.9,0.37,2.85,27.25,2.11,1,2,positive
0.0,0.0,457,25.72,577.8,72.7,6.86,51.3,21.3,24.2,50.8,380.9,2.3,40.3,12.2,0.227,15.71,34.76,4.28,1,2,positive
0.0,0.0,57,25.11,597.6,70.2,6.94,42.8,23.6,25.8,51.4,239.9,2.8,20.3,46.6,0.0,1.37,32.94,3.7,1,2,positive
0.0,0.0,212,24.61,258.5,64.2,6.22,27.6,20.8,31.6,64.1,376.8,0.4,8.1,7.7,0.193,3.51,30.21,2.17,1,2,positive
0.0,0.0,366,28.44,400.4,69.9,6.96,5.8,22.9,23.6,44.8,295.5,5.5,25.7,79.2,0.0,16.09,33.89,3.84,1,2,positive
0.0,0.0,226,18.74,473.2,67.2,6.24,6.3,18.6,25.9,48.8,95.2,4.5,25.6,24.3,0.416,4.12,20.96,3.59,1,2,negative
0.0,0.0,256,19.66,458.6,61.9,6.87,39.5,27.8,27.6,70.0,172.2,1.5,51.0,74.2,0.0,13.34,21.57,2.26,1,2,negative
0.0,0.0,91,20.23,491.9,68.0,8.21,25.3,16.2,26.9,74.9,395.7,5.7,18.2,39.5,0.0,9.26,23.0,3.53,1,2,negative
0.0,0.0,384,18.63,548.8,85.5,7.39,12.1,23.3,28.3,48.2,162.7,0.6,37.2,159.3,0.0,2.63,22.63,1.92,1,2,negative
0.0,0.0,486,20.18,316.7,75.1,6.24,1.0,21.0,25.7,70.0,266.3,1.5,56.2,72.6,0.0,16.66,24.1,2.01,1,2,positive
0.0,0.0,19,11.04,388.3,70.1,7.2,19.7,21.7,24.6,45.2,261.6,4.2,28.4,12.8,0.0,20.76,3.72,0.5,1,2,negative
0.0,0.0,15,21.59,504.1,77.3,7.58,88.6,22.5,31.9,46.5,370.0,1.3,38.5,31.7,0.0,10.29,28.56,2.05,1,2,positive
0.0,0.0,262,20.79,328.4,68.9,6.56,4.6,17.9,30.3,41.6,195.5,4.0,39.8,73.3,0.322,14.0,25.49,1.52,1,2,positive
0.0,0.0,467,30.64,418.5,80.3,7.07,54.5,19.1,17.7,59.9,452.2,7.2,37.4,82.8,0.018,2.49,35.69,5.0,0,2,invalid
0.0,0.0,314,12.12,414.8,51.4,7.16,1.6,18.8,24.5,58.2,455.6,1.4,36.6,63.3,0.265,15.92,10.09,1.92,1,2,negative
0.0,0.0,187,15.47,473.7,52.6,7.32,16.1,20.6,25.2,43.9,219.0,4.4,39.6,59.1,0.0,7.07,15.91,1.1,1,2,negative
0.0,0.0,286,25.31,306.1,76.2,5.51,24.4,27.0,31.8,39.6,451.1,2.0,20.8,26.1,0.0,5.37,32.1,4.21,1,2,positive
0.0,0.0,55,23.25,542.0,75.2,6.18,20.9,20.1,33.8,47.7,356.2,4.0,16.0,14.2,0.0,24.82,30.66,3.17,1,2,positive
0.0,0.0,30,18.86,165.7,71.0,8.06,37.2,21.4,23.4,61.2,625.3,0.3,36.6,29.8,0.0,22.64,16.61,2.85,1,2,invalid
0.0,0.0,287,20.34,237.4,64.5,6.33,13.9,20.0,22.4,71.9,541.8,0.4,21.4,49.3,0.0,3.45,22.47,2.56,1,2,positive
0.0,0.0,158,32.98,420.0,74.2,7.86,14.3,22.8,24.5,51.1,480.9,1.6,25.3,136.9,0.0,1.35,35.43,6.34,1,2,positive
0.0,0.0,73,36.62,265.1,70.5,6.51,7.1,22.1,26.1,69.3,342.9,0.4,43.4,15.6,0.0,10.51,39.84,3.31,1,2,positive
0.0,0.0,45,20.63,525.5,60.8,7.35,18.4,30.1,18.0,80.9,355.4,1.4,42.9,40.1,0.0,19.53,24.99,2.71,1,2,negative
0.0,0.0,288,26.13,399.0,78.5,6.65,5.0,17.2,29.2,50.9,265.4,3.1,28.3,25.4,0.0,8.94,33.03,2.55,1,2,positive
0.0,0.0,162,18.95,723.5,68.5,7.87,13.6,26.9,26.1,35.7,438.6,2.7,24.7,37.6,0.128,21.79,19.29,1.02,1,2,negative
0.0,0.0,64,24.87,261.8,50.8,6.62,14.3,26.6,19.3,49.8,301.8,2.8,31.7,77.3,0.0,0.98,33.67,2.92,1,2,positive
0.0,0.0,143,20.5,357.2,63.6,6.97,29.2,17.2,19.6,46.7,607.5,0.1,19.2,105.4,0.0,11.55,25.33,3.17,1,2,positive
0.0,0.0,339,26.3,311.7,65.6,6.75,49.2,17.3,24.1,56.1,183.6,3.6,22.0,25.0,0.0,7.18,33.2,6.42,1,2,positive
0.0,0.0,338,29.86,440.4,65.1,5.85,15.1,27.0,24.9,57.9,299.2,2.7,32.5,20.6,0.0,3.82,38.56,7.71,1,2,positive
0.0,0.0,386,17.12,390.4,71.0,7.49,30.5,24.5,16.8,66.3,362.5,0.1,39.9,42.2,0.0,5.59,15.16,1.85,1,2,negative
0.0,0.0,414,23.09,535.1,55.9,6.54,14.9,19.1,22.1,63.6,329.1,1.9,28.2,35.5,0.0,24.04,29.97,5.43,1,2,positive
0.0,0.0,56,16.85,523.9,67.0,6.48,5.0,22.5,23.5,56.2,359.2,1.1,37.5,89.3,0.0,9.73,16.07,3.17,1,2,negative
0.0,0.0,425,24.2,296.4,63.8,7.82,11.0,22.9,25.8,72.1,209.3,4.2,37.6,76.2,0.0,10.72,29.21,3.34,1,2,positive
0.0,0.0,37,23.66,566.4,72.4,7.45,14.9,23.0,31.5,59.5,278.6,4.0,16.1,68.4,0.0,10.25,28.0,2.17,1,2,positive
0.0,0.0,41,24.56,423.3,56.2,7.19,7.3,22.2,24.8,45.0,288.8,1.9,31.9,20.1,0.326,0.64,29.43,4.74,1,2,positive
0.0,0.0,108,20.5,199.3,47.7,7.63,19.1,14.8,21.8,71.2,278.5,2.4,48.7,31.2,0.371,8.7,24.17,3.26,1,2,invalid
0.0,0.0,57,20.2,550.7,94.2,6.56,15.3,26.2,26.8,59.1,323.0,1.9,32.2,80.1,0.0,4.81,27.19,3.48,1,2,negative
0.0,0.0,528,22.28,234.0,52.4,6.83,9.1,22.5,28.4,86.6,225.9,3.4,13.9,103.4,0.0,4.73,27.08,2.95,1,2,positive
0.0,0.0,242,20.22,515.1,79.2,6.96,8.4,24.5,22.1,54.7,383.8,1.3,33.0,52.7,0.235,2.6,26.41,4.2,1,2,negative
0.0,0.0,220,22.25,415.0,71.7,7.65,7.2,17.6,22.9,51.2,270.2,0.2,35.6,45.7,0.135,9.05,29.33,3.6,1,2,positive
0.0,0.0,173,18.44,318.2,62.3,7.36,17.5,25.0,28.5,29.0,424.1,0.2,35.5,91.1,0.0,8.35,21.93,1.19,1,2,negative
0.0,0.0,407,20.46,327.8,81.5,7.25,38.1,25.7,21.3,63.9,316.2,0.8,37.7,10.5,0.203,16.19,28.31,4.55,1,2,positive
0.0,0.0,442,25.18,471.6,62.3,5.35,41.6,26.0,24.4,46.9,292.0,2.3,40.8,62.6,0.0,4.89,30.9,4.4,1,2,positive
0.0,0.0,457,28.65,364.6,74.9,7.86,50.1,19.9,29.3,72.5,320.9,1.4,30.7,59.5,0.0,10.9,33.47,4.03,1,2,positive
0.0,0.0,188,25.81,551.8,88.9,6.69,75.4,22.0,28.4,60.9,472.5,2.5,34.6,72.2,0.324,4.46,33.99,6.73,1,2,positive
0.0,0.0,539,21.21,415.1,65.3,6.84,11.7,24.8,26.9,52.5,298.4,1.6,29.1,18.3,0.0,9.81,26.5,2.23,1,2,negative
0.0,0.0,52,21.36,364.3,76.2,7.34,30.7,19.5,23.1,88.0,316.1,2.2,27.1,109.3,0.0,13.31,25.19,3.83,1,2,positive
0.0,0.0,355,31.62,611.5,72.6,8.26,15.6,23.5,31.4,63.9,316.8,5.1,53.6,28.6,0.0,4.34,35.34,6.16,1,2,positive
0.0,0.0,412,13.8,419.9,89.0,7.87,5.8,27.6,26.5,63.2,367.9,4.5,41.7,47.4,0.0,2.41,8.94,0.97,1,2,negative
0.0,0.0,425,15.91,480.7,70.0,6.3,4.6,14.0,25.9,79.4,467.8,0.9,38.3,149.3,0.0,26.51,17.33,1.87,1,2,negative
